R Ashwin,1,2017,South Africa,India
HH Gibbs,16,2006,South Africa,Australia
MV Boucher,63,2006,South Africa,Australia
JM Kemp,29,2006,South Africa,Australia
JH Kallis,0,2006,South Africa,Australia
GC Smith,12,2006,South Africa,Australia
AG Prince,19,2006,South Africa,Australia
AJ Hall,1,2006,South Africa,Australia
SM Pollock,46,2006,South Africa,Australia
MV Boucher,5,2006,South Africa,Australia
HH Gibbs,39,2006,South Africa,Australia
J Botha,15,2006,South Africa,Australia
AG Prince,21,2006,South Africa,Australia
GC Smith,9,2006,South Africa,Australia
JM Kemp,3,2006,South Africa,Australia
GJP Kruger,0,2006,South Africa,Australia
JJ van der Wath,0,2006,South Africa,Australia
MV Boucher,0,2006,South Africa,Australia
HH Gibbs,33,2006,South Africa,Australia
J Botha,46,2006,South Africa,Australia
AJ Hall,19,2006,South Africa,Australia
JM Kemp,20,2006,South Africa,Australia
GC Smith,0,2006,South Africa,Australia
SM Pollock,16,2006,South Africa,Australia
JJ van der Wath,8,2006,South Africa,Australia
JA Rudolph,19,2006,South Africa,Australia
AG Prince,24,2006,South Africa,Australia
MV Boucher,76,2006,South Africa,Australia
JM Kemp,28,2006,South Africa,Australia
GC Smith,6,2006,South Africa,Australia
HH Gibbs,46,2006,South Africa,Australia
JJ van der Wath,37,2006,South Africa,Australia
JA Rudolph,31,2006,South Africa,Australia
AG Prince,25,2006,South Africa,Australia
MV Boucher,62,2006,South Africa,Sri Lanka
J Botha,2,2006,South Africa,Sri Lanka
AJ Hall,4,2006,South Africa,Sri Lanka
JM Kemp,10,2006,South Africa,Sri Lanka
GC Smith,3,2006,South Africa,Sri Lanka
HH Gibbs,7,2006,South Africa,Sri Lanka
SM Pollock,4,2006,South Africa,Sri Lanka
GJP Kruger,0,2006,South Africa,Sri Lanka
JA Rudolph,53,2006,South Africa,Sri Lanka
AG Prince,29,2006,South Africa,Sri Lanka
HH Gibbs,68,2006,South Africa,Sri Lanka
JM Kemp,6,2006,South Africa,Sri Lanka
GC Smith,28,2006,South Africa,Sri Lanka
SM Pollock,8,2006,South Africa,Sri Lanka
JJ van der Wath,0,2006,South Africa,Sri Lanka
JA Rudolph,11,2006,South Africa,Sri Lanka
MV Boucher,30,2006,South Africa,Sri Lanka
JM Kemp,6,2006,South Africa,Sri Lanka
GC Smith,41,2006,South Africa,Sri Lanka
AG Prince,20,2006,South Africa,Sri Lanka
JA Rudolph,25,2006,South Africa,Sri Lanka
HH Gibbs,4,2006,South Africa,Sri Lanka
HH Gibbs,0,2006,South Africa,Sri Lanka
MV Boucher,24,2006,South Africa,Sri Lanka
SM Pollock,15,2006,South Africa,Sri Lanka
AJ Hall,18,2006,South Africa,Sri Lanka
J Botha,17,2006,South Africa,Sri Lanka
AG Prince,22,2006,South Africa,Sri Lanka
GC Smith,67,2006,South Africa,Sri Lanka
JM Kemp,0,2006,South Africa,Sri Lanka
JJ van der Wath,0,2006,South Africa,Sri Lanka
AB Agarkar,3,2006,South Africa,Pakistan
MV Boucher,4,2006,South Africa,Australia
HH Gibbs,0,2006,South Africa,Australia
AB de Villiers,43,2006,South Africa,Australia
JM Kemp,24,2006,South Africa,Australia
GC Smith,119,2006,South Africa,Australia
MV Boucher,42,2006,South Africa,Australia
AB de Villiers,18,2006,South Africa,Australia
AJ Hall,4,2006,South Africa,Australia
GC Smith,24,2006,South Africa,Australia
JM Kemp,51,2006,South Africa,Australia
